subjectID,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q16,q20,q21,q22,q23,q24,q25,q26,q27,q28,q29,q30,q31,q45,region,q1_T2,q2_T2,q3_T2,q4_T2,q5_T2,q6_T2,q7_T2,q8_T2,q9_T2,q10_T2,q16_T2,q20_T2,q21_T2,q22_T2,q23_T2,q24_T2,q25_T2,q26_T2,q27_T2,q28_T2,q29_T2,q30_T2,q31_T2,q45_T2,Employment Status,Student Status,Sex,age
sub00618,84.0,49.0,96.0,97.0,89.0,100.0,98.0,98.0,98.0,78.0,100.0,51.0,1.0,2.0,0.0,0.0,6.0,35.0,60.0,93.0,92.0,93.0,91.0,100.0,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,No,Female,35.0
sub01344,60.0,55.0,37.0,79.0,82.0,78.0,57.0,67.0,88.0,71.0,78.0,21.0,3.0,0.0,0.0,0.0,57.0,98.0,95.0,91.0,95.0,97.0,96.0,58.0,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,Yes,Female,25.0
sub00433,58.0,43.0,26.0,43.0,94.0,46.0,51.0,72.0,56.0,50.0,62.0,3.0,0.0,0.0,0.0,0.0,16.0,18.0,80.0,69.0,77.0,80.0,74.0,49.0,New York,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,Yes,Male,22.0
sub00635,75.0,13.0,15.0,75.0,52.0,81.0,86.0,74.0,67.0,53.0,13.0,69.0,49.0,24.0,11.0,5.0,21.0,35.0,67.0,77.0,89.0,80.0,36.0,30.0,California,76.0,19.0,26.0,79.0,81.0,79.0,72.0,81.0,56.0,51.0,61.0,66.0,19.0,5.0,0.0,0.0,24.0,69.0,60.0,67.0,86.0,85.0,92.0,77.0,Full-Time,No,Male,32.0
sub00805,90.0,78.0,66.0,69.0,80.0,94.0,78.0,64.0,98.0,53.0,74.0,35.0,11.0,1.0,0.0,0.0,32.0,87.0,66.0,35.0,92.0,98.0,86.0,94.0,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,No,Male,24.0
sub00356,62.0,21.0,10.0,66.0,70.0,56.0,66.0,72.0,69.0,34.0,19.0,52.0,33.0,0.0,0.0,0.0,47.0,7.0,0.0,60.0,49.0,49.0,24.0,40.0,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,No,Female,40.0
sub01007,85.0,19.0,15.0,56.0,96.0,66.0,76.0,76.0,53.0,51.0,54.0,33.0,10.0,3.0,0.0,0.0,21.0,57.0,57.0,28.0,74.0,14.0,60.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,Unemployed (and job seeking),Yes,Male,21.0
sub00280,27.0,79.0,48.0,32.0,35.0,32.0,26.0,33.0,37.0,39.0,23.0,61.0,69.0,77.0,87.0,97.0,18.0,34.0,54.0,34.0,64.0,49.0,19.0,58.0,California,31.0,64.0,34.0,31.0,27.0,27.0,26.0,36.0,31.0,36.0,12.0,47.0,39.0,25.0,11.0,0.0,0.0,0.0,48.0,58.0,100.0,81.0,100.0,77.0,Full-Time,No,Male,35.0
sub00729,13.0,63.0,48.0,21.0,9.0,19.0,27.0,27.0,44.0,4.0,0.0,68.0,75.0,76.0,79.0,80.0,7.0,0.0,1.0,1.0,3.0,3.0,0.0,73.0,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,Unemployed (and job seeking),No,Female,31.0
sub00533,38.0,64.0,55.0,61.0,65.0,38.0,40.0,29.0,59.0,64.0,74.0,67.0,27.0,8.0,0.0,0.0,24.0,59.0,18.0,24.0,70.0,81.0,70.0,83.0,California,,,,,,,,,,,,,,,,,,,,,,,,,"Not in paid work (e.g. homemaker', 'retired or disabled)",Yes,Female,19.0
sub00778,0.0,65.0,11.0,51.0,0.0,0.0,2.0,0.0,62.0,70.0,1.0,100.0,82.0,45.0,21.0,0.0,49.0,0.0,63.0,0.0,100.0,13.0,31.0,10.0,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sub00796,7.0,86.0,85.0,83.0,33.0,54.0,100.0,100.0,52.0,79.0,10.0,92.0,87.0,62.0,49.0,15.0,10.0,16.0,16.0,13.0,66.0,71.0,57.0,85.0,California,,,,,,,,,,,,,,,,,,,,,,,,,Other,Yes,Male,21.0
sub01577,19.0,24.0,12.0,13.0,66.0,28.0,96.0,87.0,14.0,87.0,96.0,16.0,4.0,0.0,2.0,4.0,62.0,16.0,4.0,11.0,5.0,51.0,17.0,13.0,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,Other,Yes,Male,19.0
sub00657,28.0,10.0,5.0,44.0,37.0,33.0,36.0,39.0,78.0,50.0,3.0,50.0,17.0,13.0,6.0,0.0,7.0,68.0,11.0,9.0,83.0,84.0,48.0,73.0,Arizona,,,,,,,,,,,,,,,,,,,,,,,,,Unemployed (and job seeking),Yes,Female,24.0
sub00182,31.0,12.0,29.0,54.0,42.0,65.0,55.0,37.0,59.0,59.0,87.0,0.0,0.0,0.0,0.0,0.0,17.0,69.0,15.0,62.0,79.0,52.0,80.0,88.0,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,No,Male,28.0
sub00056,49.0,86.0,49.0,76.0,73.0,50.0,61.0,71.0,50.0,70.0,49.0,0.0,0.0,0.0,0.0,0.0,13.0,19.0,100.0,100.0,74.0,50.0,49.0,100.0,California,79.0,85.0,50.0,83.0,87.0,73.0,89.0,69.0,23.0,74.0,20.0,0.0,0.0,0.0,0.0,0.0,9.0,50.0,84.0,86.0,90.0,50.0,50.0,80.0,,,Male,26.0
sub00046,46.0,7.0,96.0,24.0,52.0,52.0,58.0,67.0,45.0,37.0,9.0,41.0,27.0,15.0,0.0,0.0,35.0,19.0,7.0,13.0,10.0,3.0,7.0,38.0,Florida,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,28.0
sub00572,76.0,0.0,100.0,60.0,100.0,95.0,80.0,53.0,100.0,69.0,75.0,71.0,0.0,0.0,0.0,0.0,76.0,0.0,50.0,35.0,75.0,100.0,82.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,29.0
sub01565,27.0,87.0,96.0,49.0,51.0,51.0,81.0,100.0,7.0,75.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,2.0,97.0,71.0,76.0,3.0,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sub01212,44.0,19.0,71.0,73.0,24.0,78.0,82.0,98.0,66.0,40.0,65.0,39.0,15.0,9.0,1.0,0.0,22.0,68.0,46.0,51.0,58.0,66.0,83.0,37.0,New York,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,23.0
sub00766,16.0,13.0,5.0,25.0,26.0,12.0,19.0,28.0,36.0,31.0,8.0,51.0,35.0,21.0,5.0,0.0,51.0,24.0,51.0,71.0,84.0,49.0,72.0,49.0,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,45.0
sub01475,68.0,63.0,37.0,80.0,100.0,100.0,90.0,70.0,80.0,69.0,69.0,38.0,6.0,0.0,0.0,0.0,57.0,79.0,25.0,71.0,96.0,76.0,83.0,100.0,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Female,32.0
sub00125,13.0,8.0,52.0,43.0,66.0,21.0,43.0,38.0,68.0,76.0,92.0,87.0,68.0,66.0,58.0,49.0,9.0,2.0,2.0,0.0,0.0,0.0,13.0,80.0,California,,,,,,,,,,,,,,,,,,,,,,,,,Unemployed (and job seeking),Yes,Female,20.0
sub00513,10.0,17.0,0.0,1.0,0.0,5.0,11.0,9.0,13.0,5.0,0.0,13.0,0.0,0.0,0.0,0.0,70.0,29.0,7.0,4.0,65.0,82.0,74.0,20.0,New York,,,,,,,,,,,,,,,,,,,,,,,,,Unemployed (and job seeking),No,Female,31.0
sub00783,11.0,36.0,54.0,61.0,33.0,55.0,35.0,27.0,64.0,19.0,41.0,70.0,54.0,45.0,17.0,8.0,0.0,6.0,6.0,6.0,67.0,12.0,16.0,58.0,California,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Female,41.0
sub01530,51.0,50.0,100.0,75.0,81.0,55.0,56.0,47.0,100.0,40.0,96.0,10.0,0.0,0.0,0.0,0.0,11.0,60.0,32.0,57.0,97.0,100.0,100.0,100.0,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,Yes,Female,21.0
sub00602,70.0,84.0,12.0,65.0,76.0,78.0,100.0,100.0,88.0,64.0,7.0,65.0,47.0,27.0,10.0,0.0,1.0,0.0,40.0,73.0,75.0,6.0,0.0,100.0,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,Unemployed (and job seeking),No,Female,20.0
sub00325,49.0,80.0,52.0,52.0,54.0,53.0,53.0,54.0,100.0,52.0,49.0,92.0,79.0,75.0,50.0,21.0,50.0,50.0,25.0,19.0,100.0,0.0,100.0,50.0,California,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Female,35.0
sub01181,75.0,7.0,13.0,35.0,88.0,90.0,68.0,75.0,95.0,34.0,9.0,84.0,71.0,63.0,52.0,51.0,0.0,3.0,0.0,57.0,55.0,0.0,16.0,95.0,Texas,,,,,,,,,,,,,,,,,,,,,,,,,Unemployed (and job seeking),No,Female,21.0
sub00800,29.0,88.0,84.0,58.0,34.0,51.0,50.0,38.0,28.0,90.0,4.0,85.0,51.0,30.0,0.0,0.0,64.0,1.0,0.0,0.0,43.0,0.0,0.0,66.0,California,79.0,70.0,100.0,100.0,83.0,66.0,56.0,52.0,0.0,91.0,78.0,0.0,0.0,0.0,0.0,0.0,17.0,27.0,29.0,60.0,50.0,30.0,61.0,82.0,Unemployed (and job seeking),No,Male,23.0
sub00047,0.0,12.0,19.0,64.0,51.0,30.0,57.0,52.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Female,27.0
sub01463,25.0,31.0,24.0,50.0,73.0,86.0,63.0,64.0,48.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,61.0,53.0,100.0,96.0,56.0,53.0,77.0,New York,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,Yes,Female,33.0
sub00516,85.0,56.0,16.0,76.0,74.0,73.0,100.0,100.0,75.0,67.0,17.0,55.0,23.0,13.0,4.0,0.0,0.0,33.0,72.0,80.0,100.0,51.0,79.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,Unemployed (and job seeking),No,Female,21.0
sub00081,61.0,16.0,0.0,70.0,100.0,100.0,100.0,100.0,100.0,9.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,California,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,33.0
sub00927,11.0,27.0,19.0,31.0,14.0,10.0,11.0,9.0,36.0,30.0,1.0,67.0,9.0,2.0,0.0,0.0,2.0,6.0,3.0,5.0,8.0,8.0,1.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,Unemployed (and job seeking),No,Male,44.0
sub01128,69.0,68.0,26.0,91.0,78.0,94.0,72.0,50.0,100.0,68.0,8.0,97.0,82.0,80.0,80.0,51.0,6.0,50.0,18.0,100.0,100.0,86.0,100.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,No,Female,60.0
sub00688,37.0,53.0,0.0,52.0,72.0,63.0,100.0,100.0,100.0,40.0,36.0,14.0,0.0,0.0,0.0,1.0,62.0,29.0,70.0,85.0,100.0,87.0,100.0,34.0,California,34.0,56.0,6.0,79.0,100.0,96.0,91.0,69.0,100.0,55.0,40.0,0.0,0.0,0.0,0.0,0.0,51.0,75.0,34.0,56.0,100.0,71.0,100.0,40.0,Part-Time,No,Male,73.0
sub01059,6.0,58.0,86.0,81.0,40.0,40.0,44.0,41.0,53.0,56.0,16.0,80.0,68.0,63.0,39.0,24.0,0.0,4.0,19.0,0.0,70.0,0.0,63.0,96.0,California,27.0,5.0,96.0,98.0,34.0,63.0,67.0,74.0,54.0,61.0,100.0,92.0,82.0,72.0,51.0,38.0,61.0,42.0,7.0,0.0,56.0,0.0,55.0,63.0,Full-Time,No,Female,32.0
sub00442,49.0,50.0,49.0,49.0,49.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,49.0,50.0,1.0,Texas,,,,,,,,,,,,,,,,,,,,,,,,,"Not in paid work (e.g. homemaker', 'retired or disabled)",No,Female,31.0
sub00222,11.0,7.0,10.0,90.0,48.0,31.0,53.0,52.0,22.0,21.0,11.0,16.0,15.0,12.0,10.0,14.0,80.0,17.0,78.0,82.0,83.0,82.0,90.0,11.0,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,Yes,Male,31.0
sub00360,28.0,53.0,66.0,38.0,53.0,51.0,63.0,65.0,38.0,54.0,55.0,47.0,50.0,52.0,36.0,21.0,16.0,30.0,36.0,38.0,45.0,50.0,62.0,37.0,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0
sub00507,5.0,26.0,0.0,26.0,9.0,12.0,17.0,7.0,17.0,25.0,4.0,61.0,72.0,62.0,46.0,28.0,48.0,6.0,27.0,4.0,71.0,9.0,8.0,78.0,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,"Not in paid work (e.g. homemaker', 'retired or disabled)",No,Female,34.0
sub01389,78.0,14.0,3.0,86.0,100.0,80.0,84.0,80.0,100.0,23.0,20.0,35.0,12.0,1.0,0.0,0.0,0.0,16.0,97.0,10.0,100.0,85.0,15.0,100.0,Texas,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Female,37.0
sub00881,69.0,31.0,61.0,93.0,93.0,92.0,93.0,95.0,100.0,71.0,97.0,27.0,4.0,1.0,0.0,0.0,58.0,56.0,38.0,69.0,95.0,96.0,94.0,68.0,Florida,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,Yes,Female,34.0
sub00041,62.0,38.0,0.0,1.0,56.0,59.0,67.0,71.0,72.0,55.0,3.0,21.0,5.0,0.0,0.0,0.0,40.0,55.0,0.0,0.0,55.0,6.0,0.0,52.0,California,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Female,27.0
sub01089,68.0,51.0,82.0,78.0,92.0,33.0,66.0,50.0,76.0,29.0,100.0,91.0,58.0,38.0,20.0,0.0,27.0,70.0,64.0,76.0,91.0,87.0,84.0,48.0,California,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,37.0
sub00943,69.0,66.0,6.0,71.0,72.0,67.0,67.0,77.0,80.0,91.0,36.0,19.0,5.0,0.0,0.0,0.0,8.0,94.0,90.0,90.0,92.0,96.0,72.0,81.0,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,Unemployed (and job seeking),No,Female,36.0
sub00123,11.0,36.0,60.0,56.0,29.0,22.0,20.0,17.0,39.0,49.0,45.0,36.0,25.0,19.0,17.0,13.0,32.0,41.0,56.0,50.0,62.0,56.0,54.0,68.0,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,No,Female,36.0
sub00654,69.0,47.0,7.0,23.0,74.0,74.0,76.0,73.0,49.0,51.0,0.0,34.0,22.0,12.0,6.0,2.0,22.0,28.0,18.0,75.0,100.0,36.0,35.0,87.0,California,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,30.0
sub01477,18.0,57.0,13.0,23.0,15.0,54.0,45.0,29.0,69.0,22.0,60.0,91.0,87.0,35.0,2.0,0.0,55.0,5.0,0.0,0.0,60.0,2.0,20.0,12.0,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,Yes,Male,29.0
sub00477,50.0,5.0,63.0,92.0,86.0,61.0,55.0,39.0,49.0,73.0,100.0,35.0,2.0,0.0,0.0,0.0,35.0,27.0,64.0,8.0,87.0,73.0,75.0,78.0,California,56.0,17.0,16.0,69.0,69.0,65.0,50.0,50.0,68.0,78.0,84.0,67.0,6.0,0.0,0.0,0.0,23.0,71.0,24.0,16.0,77.0,82.0,98.0,79.0,Other,Yes,Female,19.0
sub00357,49.0,56.0,69.0,49.0,32.0,18.0,63.0,60.0,9.0,45.0,31.0,75.0,72.0,78.0,79.0,68.0,22.0,15.0,34.0,26.0,42.0,15.0,11.0,31.0,California,46.0,63.0,72.0,51.0,28.0,31.0,59.0,69.0,44.0,46.0,46.0,55.0,52.0,43.0,35.0,23.0,18.0,23.0,58.0,37.0,54.0,44.0,62.0,44.0,Part-Time,No,Female,22.0
sub00386,61.0,74.0,11.0,79.0,63.0,87.0,100.0,100.0,100.0,87.0,100.0,100.0,53.0,30.0,0.0,0.0,2.0,1.0,84.0,80.0,90.0,49.0,67.0,100.0,California,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Female,46.0
sub01366,80.0,25.0,87.0,75.0,73.0,62.0,83.0,75.0,65.0,84.0,78.0,22.0,5.0,4.0,7.0,6.0,79.0,78.0,61.0,25.0,98.0,87.0,32.0,55.0,New York,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,Yes,Male,29.0
sub00471,36.0,25.0,65.0,70.0,57.0,54.0,69.0,63.0,75.0,61.0,85.0,38.0,17.0,3.0,0.0,0.0,39.0,64.0,39.0,67.0,69.0,86.0,94.0,70.0,New York,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,Yes,Female,19.0
sub01283,47.0,49.0,100.0,98.0,48.0,49.0,51.0,51.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,1.0,100.0,100.0,100.0,100.0,California,49.0,96.0,100.0,100.0,49.0,100.0,49.0,49.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,24.0,100.0,100.0,100.0,100.0,Full-Time,Yes,Female,25.0
sub01550,33.0,21.0,64.0,82.0,66.0,97.0,100.0,58.0,70.0,39.0,27.0,66.0,71.0,34.0,13.0,14.0,6.0,13.0,70.0,89.0,69.0,56.0,15.0,89.0,California,57.0,42.0,56.0,88.0,71.0,90.0,89.0,80.0,75.0,51.0,100.0,40.0,31.0,17.0,6.0,0.0,67.0,72.0,66.0,93.0,79.0,94.0,96.0,95.0,Part-Time,Yes,Male,20.0
sub00646,68.0,22.0,100.0,77.0,51.0,51.0,51.0,24.0,48.0,25.0,65.0,81.0,64.0,53.0,36.0,31.0,15.0,9.0,8.0,22.0,64.0,48.0,13.0,9.0,California,77.0,28.0,89.0,75.0,51.0,69.0,56.0,57.0,33.0,32.0,91.0,4.0,0.0,0.0,0.0,0.0,20.0,72.0,0.0,14.0,92.0,76.0,51.0,100.0,Part-Time,No,Male,41.0
sub00521,50.0,49.0,79.0,74.0,51.0,51.0,67.0,68.0,52.0,50.0,33.0,50.0,21.0,4.0,0.0,0.0,1.0,51.0,100.0,49.0,100.0,74.0,79.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0
sub00767,38.0,35.0,63.0,100.0,44.0,29.0,52.0,52.0,67.0,44.0,32.0,61.0,35.0,21.0,0.0,0.0,0.0,31.0,58.0,7.0,100.0,28.0,65.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,27.0
sub01422,60.0,75.0,68.0,87.0,65.0,93.0,97.0,100.0,91.0,66.0,76.0,76.0,35.0,22.0,10.0,5.0,66.0,26.0,46.0,70.0,65.0,22.0,10.0,96.0,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,
sub01120,9.0,78.0,93.0,100.0,46.0,90.0,100.0,100.0,43.0,85.0,46.0,100.0,100.0,100.0,81.0,67.0,35.0,28.0,53.0,36.0,74.0,37.0,100.0,73.0,California,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,27.0
sub01265,66.0,73.0,100.0,90.0,79.0,73.0,73.0,64.0,65.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,6.0,0.0,83.0,7.0,31.0,49.0,100.0,California,73.0,71.0,100.0,100.0,78.0,84.0,100.0,80.0,66.0,80.0,5.0,3.0,0.0,0.0,0.0,0.0,11.0,13.0,8.0,63.0,56.0,13.0,50.0,100.0,Full-Time,No,Female,
sub00259,25.0,5.0,71.0,74.0,49.0,20.0,18.0,32.0,14.0,73.0,22.0,34.0,25.0,17.0,7.0,2.0,16.0,17.0,15.0,74.0,88.0,0.0,0.0,13.0,California,1.0,5.0,97.0,82.0,7.0,6.0,6.0,23.0,2.0,85.0,29.0,0.0,0.0,0.0,0.0,0.0,3.0,83.0,1.0,2.0,91.0,91.0,50.0,96.0,Full-Time,No,Male,33.0
sub01027,48.0,91.0,87.0,77.0,50.0,51.0,100.0,66.0,87.0,90.0,19.0,40.0,8.0,0.0,0.0,0.0,25.0,2.0,0.0,0.0,49.0,0.0,2.0,1.0,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0
sub00404,51.0,52.0,3.0,34.0,87.0,20.0,36.0,43.0,100.0,51.0,0.0,52.0,37.0,19.0,2.0,0.0,0.0,81.0,77.0,90.0,93.0,49.0,39.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Female,29.0
sub01254,63.0,94.0,76.0,88.0,86.0,89.0,90.0,90.0,54.0,50.0,11.0,63.0,37.0,22.0,0.0,0.0,0.0,84.0,100.0,50.0,100.0,98.0,52.0,100.0,California,51.0,87.0,95.0,100.0,60.0,70.0,76.0,75.0,50.0,76.0,100.0,0.0,0.0,0.0,0.0,0.0,59.0,86.0,100.0,100.0,100.0,100.0,100.0,100.0,Part-Time,No,Female,
sub00879,86.0,52.0,34.0,27.0,100.0,100.0,100.0,97.0,97.0,100.0,65.0,84.0,64.0,13.0,0.0,4.0,71.0,60.0,65.0,53.0,72.0,20.0,74.0,70.0,Texas,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Female,41.0
sub01533,39.0,17.0,2.0,44.0,65.0,42.0,67.0,26.0,84.0,43.0,29.0,70.0,66.0,38.0,4.0,0.0,0.0,57.0,57.0,59.0,100.0,92.0,96.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Female,37.0
sub00415,61.0,96.0,100.0,100.0,83.0,59.0,56.0,75.0,91.0,100.0,80.0,0.0,4.0,2.0,0.0,0.0,37.0,94.0,65.0,71.0,73.0,62.0,76.0,76.0,California,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Male,35.0
sub00031,30.0,7.0,15.0,34.0,58.0,35.0,70.0,85.0,40.0,57.0,10.0,21.0,25.0,23.0,10.0,5.0,20.0,36.0,32.0,33.0,97.0,3.0,66.0,65.0,California,36.0,57.0,17.0,29.0,36.0,52.0,84.0,97.0,70.0,95.0,1.0,70.0,48.0,16.0,3.0,0.0,41.0,14.0,8.0,64.0,100.0,4.0,2.0,11.0,Full-Time,No,Female,25.0
sub00022,31.0,28.0,5.0,70.0,92.0,22.0,5.0,53.0,88.0,42.0,24.0,12.0,15.0,25.0,28.0,20.0,19.0,96.0,94.0,26.0,91.0,98.0,95.0,60.0,California,88.0,33.0,80.0,81.0,84.0,71.0,79.0,87.0,86.0,69.0,96.0,49.0,10.0,8.0,9.0,4.0,17.0,75.0,89.0,63.0,100.0,100.0,100.0,100.0,Unemployed (and job seeking),No,Female,24.0
sub01053,81.0,15.0,31.0,19.0,86.0,84.0,81.0,87.0,87.0,34.0,11.0,34.0,23.0,11.0,1.0,0.0,72.0,21.0,12.0,18.0,65.0,54.0,42.0,71.0,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sub00736,31.0,8.0,67.0,68.0,68.0,80.0,98.0,60.0,30.0,47.0,86.0,91.0,32.0,28.0,25.0,3.0,45.0,49.0,39.0,50.0,66.0,62.0,79.0,74.0,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,No,Male,25.0
sub00870,48.0,51.0,61.0,74.0,44.0,53.0,62.0,60.0,89.0,68.0,65.0,23.0,20.0,4.0,0.0,0.0,47.0,38.0,36.0,37.0,90.0,26.0,10.0,45.0,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,,Male,35.0
sub00094,50.0,37.0,62.0,66.0,72.0,66.0,75.0,77.0,69.0,67.0,57.0,64.0,62.0,61.0,27.0,14.0,50.0,45.0,52.0,40.0,56.0,42.0,58.0,4.0,Texas,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Female,49.0
sub01136,64.0,76.0,79.0,70.0,50.0,68.0,76.0,83.0,78.0,82.0,83.0,6.0,0.0,0.0,0.0,0.0,83.0,82.0,84.0,95.0,98.0,97.0,80.0,86.0,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,19.0
sub00369,17.0,39.0,37.0,69.0,61.0,65.0,78.0,60.0,66.0,58.0,72.0,66.0,75.0,58.0,3.0,0.0,59.0,41.0,5.0,8.0,82.0,12.0,0.0,75.0,California,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,Yes,Female,26.0
sub00324,74.0,56.0,0.0,22.0,60.0,50.0,50.0,62.0,93.0,72.0,3.0,15.0,0.0,0.0,0.0,0.0,8.0,40.0,5.0,0.0,56.0,28.0,20.0,90.0,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,Yes,Male,35.0
sub00750,70.0,43.0,78.0,92.0,89.0,76.0,87.0,100.0,85.0,50.0,22.0,15.0,0.0,0.0,0.0,0.0,8.0,36.0,41.0,50.0,58.0,32.0,37.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,Unemployed (and job seeking),No,Female,30.0
sub00973,0.0,100.0,100.0,100.0,84.0,89.0,100.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,Unemployed (and job seeking),No,Female,27.0
sub01562,50.0,88.0,5.0,5.0,50.0,49.0,50.0,50.0,96.0,85.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,98.0,50.0,49.0,90.0,49.0,49.0,76.0,California,51.0,21.0,4.0,14.0,49.0,50.0,49.0,48.0,12.0,49.0,4.0,4.0,1.0,2.0,1.0,2.0,2.0,9.0,3.0,52.0,50.0,4.0,4.0,50.0,"Not in paid work (e.g. homemaker', 'retired or disabled)",No,Female,63.0
sub00684,58.0,27.0,89.0,55.0,100.0,85.0,100.0,98.0,70.0,96.0,65.0,5.0,0.0,0.0,0.0,0.0,5.0,79.0,76.0,57.0,94.0,53.0,85.0,87.0,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,Full-Time,No,Female,33.0
sub01312,64.0,28.0,31.0,51.0,81.0,74.0,83.0,98.0,69.0,52.0,0.0,51.0,52.0,52.0,52.0,50.0,23.0,13.0,14.0,2.0,73.0,1.0,1.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,Unemployed (and job seeking),No,Female,29.0
sub00728,21.0,32.0,0.0,79.0,70.0,33.0,49.0,69.0,100.0,100.0,90.0,11.0,0.0,0.0,0.0,0.0,80.0,76.0,16.0,19.0,100.0,23.0,31.0,1.0,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,Other,Yes,Male,19.0
sub01225,60.0,19.0,3.0,62.0,70.0,68.0,72.0,68.0,95.0,8.0,87.0,96.0,58.0,39.0,4.0,2.0,0.0,29.0,9.0,51.0,58.0,14.0,67.0,78.0,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,,Part-Time,Yes,Female,25.0
